comment,label,processed_comment
"Dịch vụ tệ hại, không đáng một đồng nào!",negative,dịch_vụ tệ_hại không đáng một đồng nào
"Game này mới ra, chưa biết có đáng chơi không.",neutral,game mới ra chưa biết đáng chơi không
"Nhạc này đỉnh thật, nghe là ghiền luôn!",positive,nhạc đỉnh thật nghe ghiền luôn
"Giao hàng chậm kinh khủng, thái độ còn tệ!",negative,giao hàng chậm kinh_khủng_thái_độ còn tệ
"Clip này nội dung ổn, xem cho vui thôi.",neutral,clip nội_dung ổn xem vui thôi
"Phim này hồi hộp, xem mà không dám thở!",positive,phim hồi_hộp xem mà không dám thở
"Hàng gì mà kém thế, mua về chỉ tổ bực!",negative,hàng gì mà kém thế mua về chỉ tổ bực
"Sản phẩm này bạn giới thiệu, để thử xem.",neutral,sản_phẩm bạn giới_thiệu để thử xem
"App này nhanh gọn, dùng thích mê ly!",positive,app nhanh gọn dùng thích mê_ly
"Nhạc gì mà chán thế, nghe chẳng ra gì!",negative,nhạc gì mà chán_thế nghe chẳng ra gì
"Video này hơi dài, chưa rõ có hay không.",neutral,video hơi dài chưa rõ hay không
"Clip này dạy đỉnh, làm theo dễ ẹc!",positive,clip dạy đỉnh làm theo dễ ẹc
"Dịch vụ giao hàng tệ, không đúng lời hứa!",negative,dịch_vụ giao hàng tệ không đúng lời hứa
"Game này hình ảnh đẹp, để chơi thử đã.",neutral,game hình_ảnh đẹp để chơi thử
"Phim này cảm động, xem xong muốn khóc!",positive,phim cảm_động xem xong muốn khóc
"Hàng giao sai, shop còn không chịu nhận lỗi!",negative,hàng giao sai shop còn không chịu nhận lỗi
"Nhạc này nghe tạm, chưa có gì ấn tượng.",neutral,nhạc nghe tạm chưa gì ấn_tượng
"Video dựng quá hay, xem mà mê mẩn!",positive,video dựng quá hay xem mà mê mẩn
"App này lag hoài, dùng mà phát điên!",negative,app lag hoài dùng mà phát điên
"Sản phẩm này mới mua, chưa biết bền thế nào.",neutral,sản_phẩm mới mua chưa biết bền thế_nào
"Clip này truyền cảm hứng, xem xong có động lực!",positive,clip truyền cảm_hứng xem xong động_lực
"Giao hàng trễ, hàng còn bị hỏng nữa!",negative,giao hàng trễ hàng còn hỏng nữa
"Phim này nghe nói hay, để xem thử sao.",neutral,phim nghe nói hay để xem thử sao
"Game này chiến thuật đỉnh, chơi cực kỳ đã!",positive,game chiến_thuật đỉnh chơi cực_kỳ
"Dịch vụ hỗ trợ khách hàng tệ, không đáng tin!",negative,dịch_vụ hỗ_trợ khách_hàng tệ không đáng tin
"Video này ngắn gọn, xem giải trí cũng ổn.",neutral,video ngắn_gọn xem giải_trí ổn
"Nhạc acoustic này hay, nghe thư giãn ghê!",positive,nhạc acoustic hay nghe thư_giãn ghê
"Hàng giao lâu, chất lượng thì quá kém!",negative,hàng giao lâu chất_lượng thì quá kém
"App này mới nghe nói, để tải về xem.",neutral,app mới nghe nói để tải về xem
"Clip kể chuyện ma ghê, xem mà lạnh sống lưng!",positive,clip kể chuyện ma ghê xem mà lạnh sống lưng
"Phim này nhạt nhẽo, xem nửa đường bỏ luôn!",negative,phim nhạt nhẽo xem nửa đường bỏ luôn
"Sản phẩm này giá rẻ, chưa rõ dùng tốt không.",neutral,sản_phẩm giá rẻ chưa rõ dùng tốt không
"Game này căng thẳng, chơi mà hồi hộp lắm!",positive,game căng_thẳng chơi mà hồi_hộp lắm
"Dịch vụ quảng cáo thì ngon, thực tế thì tệ!",negative,dịch_vụ quảng_cáo thì ngon thực_tế thì tệ
"Nhạc này lạ lạ, chưa biết có hợp gu không.",neutral,nhạc lạ_lạ chưa biết hợp_gu không
"Video này quay đẹp, xem đã mắt ghê!",positive,video quay đẹp xem mắt ghê
"Hàng giao thiếu, shop không chịu giải quyết!",negative,hàng giao thiếu shop không chịu giải_quyết
"Clip này nội dung mới, để xem hết thử.",neutral,clip nội_dung mới để xem hết thử
"App này giao diện đẹp, dùng rất tiện lợi!",positive,app giao_diện đẹp dùng rất tiện_lợi
"Phim này dở kinh khủng, phí thời gian xem!",negative,phim dở_kinh khủng_phí thời_gian xem
"Game này bạn khen, để chơi thử xem sao.",neutral,game bạn khen để chơi thử xem sao
"Nhạc live này đỉnh, nghe mà nổi da gà!",positive,nhạc live đỉnh nghe mà nổi da gà
"Giao hàng chậm, còn giao nhầm hàng nữa!",negative,giao hàng chậm còn giao nhầm hàng nữa
"Video này hơi buồn, chưa rõ có hay không.",neutral,video hơi buồn chưa rõ hay không
"Sản phẩm này đáng giá, mua không hối hận!",positive,sản_phẩm đáng_giá mua không hối_hận
"Dịch vụ hỗ trợ khách hàng tệ, không nhiệt tình!",negative,dịch_vụ hỗ_trợ khách_hàng tệ không nhiệt_tình
"Phim này dài tập, để xem từ từ.",neutral,phim dài_tập để xem từ_từ
"Clip này hài hước, xem cười đau cả ruột!",positive,clip hài_hước xem cười đau cả ruột
"Hàng rẻ mà kém, mua về chỉ tổ vứt!",negative,hàng rẻ mà kém mua về chỉ tổ vứt
"App này mới ra, chưa biết có tốt không.",neutral,app mới ra chưa biết tốt không
"Game này cuốn hút, chơi quên cả thời gian!",positive,game cuốn_hút chơi quên cả thời_gian
"Nhạc gì mà chán thế, nghe không vô!",negative,nhạc gì mà chán_thế nghe không vô
"Video này hình đẹp, chưa rõ nội dung sao.",neutral,video hình_đẹp chưa rõ nội_dung sao
"Phim này kịch bản hay, xem rất cuốn!",positive,phim kịch_bản hay xem rất cuốn
"Dịch vụ giao hàng thiếu trách nhiệm, chán!",negative,dịch_vụ giao hàng thiếu trách_nhiệm chán
"Sản phẩm này giá cao, để suy nghĩ thêm.",neutral,sản_phẩm giá cao để suy_nghĩ thêm
"Clip này phân tích sâu, xem học được nhiều!",positive,clip phân_tích sâu xem học nhiều
"Hàng giao trầy, shop không chịu đổi mới!",negative,hàng giao trầy shop không chịu đổi_mới
"Game này mới lên kệ, chưa biết có hot không.",neutral,game mới lên kệ chưa biết hot không
"Nhạc này nhẹ nhàng, nghe muốn thả hồn!",positive,nhạc nhẹ_nhàng nghe muốn thả hồn
"App này lỗi liên tục, dùng mà tức điên!",negative,app lỗi liên_tục dùng mà tức điên
"Video này ngắn gọn, xem thấy cũng ổn.",neutral,video ngắn_gọn xem thấy ổn
"Phim hành động này đỉnh, xem mãn nhãn lắm!",positive,phim hành_động đỉnh xem mãn nhãn lắm
"Dịch vụ giao hàng lằng nhằng, không đáng tin!",negative,dịch_vụ giao hàng lằng_nhằng không đáng tin
"Sản phẩm này bạn gợi ý, để thử xem sao.",neutral,sản_phẩm bạn gợi_ý để thử xem sao
"Clip này ý tưởng độc, xem thích mê!",positive,clip ý_tưởng độc xem thích mê
"Hàng giao lâu, mở ra hỏng luôn!",negative,hàng giao_lâu mở ra hỏng luôn
"Nhạc này mới lạ, chưa biết có thích không.",neutral,nhạc mới_lạ chưa biết thích không
"Game nhập vai này hay, chơi cực kỳ cuốn!",positive,game nhập_vai hay chơi cực_kỳ cuốn
"Dịch vụ quá tệ, không đáng để thử lần nữa!",negative,dịch_vụ quá tệ không đáng để thử lần nữa
"Video này nội dung nhẹ, xem cho vui thôi.",neutral,video nội_dung nhẹ xem vui thôi
"Phim này cảm xúc, xem mà rơi nước mắt!",positive,phim cảm_xúc xem mà rơi nước_mắt
"Hàng gì mà kém thế, mua về tiếc đứt ruột!",negative,hàng gì mà kém thế mua về tiếc_đứt ruột
"App này mới cài, chưa rõ có tốt không.",neutral,app mới cài chưa rõ tốt không
"Clip reaction này vui, xem cười sảng khoái!",positive,clip reaction vui xem cười sảng_khoái
"Giao hàng chậm, nhân viên còn thái độ tệ!",negative,giao hàng chậm nhân_viên còn thái_độ tệ
"Game này đồ họa đẹp, để chơi thử xem.",neutral,game đồ họa đẹp để chơi thử xem
"Nhạc EDM này sôi động, nghe muốn nhảy luôn!",positive,nhạc edm sôi_động nghe muốn nhảy luôn
"Dịch vụ hỗ trợ khách hàng kém, không nhiệt tình!",negative,dịch_vụ hỗ_trợ khách_hàng kém không nhiệt_tình
"Phim này dài, chưa biết có đáng xem không.",neutral,phim dài chưa biết đáng xem không
"Video này sáng tạo, xem mà trầm trồ!",positive,video sáng_tạo xem mà trầm_trồ
"Hàng giao sai, shop không chịu sửa lỗi!",negative,hàng giao sai shop không chịu sửa lỗi
"Sản phẩm này giá rẻ, để mua thử xem.",neutral,sản_phẩm giá rẻ để mua thử xem
"Game này kịch tính, chơi mà tim đập mạnh!",positive,game kịch tính_chơi mà tim đập mạnh
"Nhạc gì mà chán ngắt, nghe phát buồn!",negative,nhạc gì mà chán_ngắt nghe phát buồn
"Clip này nội dung lạ, xem thử cho biết.",neutral,clip nội_dung lạ xem thử biết
"Phim này plot hay, xem xong bất ngờ!",positive,phim plot hay xem xong bất_ngờ
"Dịch vụ giao hàng tệ, không đúng giờ!",negative,dịch_vụ giao hàng tệ không đúng giờ
"App này nghe bảo tiện, để dùng thử xem.",neutral,app nghe bảo_tiện để dùng thử xem
"Video du lịch này đẹp, xem muốn đi ngay!",positive,video du_lịch đẹp xem muốn đi ngay
"Hàng kém bền, dùng vài hôm là hỏng!",negative,hàng kém bền dùng vài hôm hỏng
"Nhạc này bình thường, chưa thấy gì đặc biệt.",neutral,nhạc bình_thường chưa thấy gì đặc_biệt
"Game này hấp dẫn, chơi quên cả ăn uống!",positive,game hấp_dẫn chơi quên cả ăn_uống
"Dịch vụ hỗ trợ chậm, thái độ không ra gì!",negative,dịch_vụ hỗ_trợ chậm thái_độ không ra gì
"Phim này bạn khen, để xem thử sao.",neutral,phim bạn khen để xem thử sao
"Clip này quay đẹp, nội dung lôi cuốn!",positive,clip quay đẹp nội_dung lôi_cuốn
"Hàng giao trễ, còn bị bể nữa chứ!",negative,hàng giao_trễ còn bể nữa chứ
"Sản phẩm này giá ổn, chưa rõ bền không.",neutral,sản_phẩm giá ổn chưa rõ bền không
"Nhạc ballad này thấm, nghe mà xúc động!",positive,nhạc ballad thấm nghe mà xúc_động
"Video này quá chất, xem xong muốn share ngay!",positive,video quá chất xem xong muốn share ngay
"Dịch vụ tệ hại, không đáng một đồng nào!",negative,dịch_vụ tệ_hại không đáng một đồng nào
"Game này mới ra, chưa biết có đáng chơi không.",neutral,game mới ra chưa biết đáng chơi không
"Nhạc này đỉnh thật, nghe là ghiền luôn!",positive,nhạc đỉnh thật nghe ghiền luôn
"Giao hàng chậm kinh khủng, thái độ còn tệ!",negative,giao hàng chậm kinh_khủng_thái_độ còn tệ
"Clip này nội dung ổn, xem cho vui thôi.",neutral,clip nội_dung ổn xem vui thôi
"Phim này hồi hộp, xem mà không dám thở!",positive,phim hồi_hộp xem mà không dám thở
"Hàng gì mà kém thế, mua về chỉ tổ bực!",negative,hàng gì mà kém thế mua về chỉ tổ bực
"Sản phẩm này bạn giới thiệu, để thử xem.",neutral,sản_phẩm bạn giới_thiệu để thử xem
"App này nhanh gọn, dùng thích mê ly!",positive,app nhanh gọn dùng thích mê_ly
"Nhạc gì mà chán thế, nghe chẳng ra gì!",negative,nhạc gì mà chán_thế nghe chẳng ra gì
"Video này hơi dài, chưa rõ có hay không.",neutral,video hơi dài chưa rõ hay không
"Clip này dạy đỉnh, làm theo dễ ẹc!",positive,clip dạy đỉnh làm theo dễ ẹc
"Dịch vụ giao hàng tệ, không đúng lời hứa!",negative,dịch_vụ giao hàng tệ không đúng lời hứa
"Game này hình ảnh đẹp, để chơi thử đã.",neutral,game hình_ảnh đẹp để chơi thử
"Phim này cảm động, xem xong muốn khóc!",positive,phim cảm_động xem xong muốn khóc
"Hàng giao sai, shop còn không chịu nhận lỗi!",negative,hàng giao sai shop còn không chịu nhận lỗi
"Nhạc này nghe tạm, chưa có gì ấn tượng.",neutral,nhạc nghe tạm chưa gì ấn_tượng
"Video dựng quá hay, xem mà mê mẩn!",positive,video dựng quá hay xem mà mê mẩn
"App này lag hoài, dùng mà phát điên!",negative,app lag hoài dùng mà phát điên
"Sản phẩm này mới mua, chưa biết bền thế nào.",neutral,sản_phẩm mới mua chưa biết bền thế_nào
"Clip này truyền cảm hứng, xem xong có động lực!",positive,clip truyền cảm_hứng xem xong động_lực
"Giao hàng trễ, hàng còn bị hỏng nữa!",negative,giao hàng trễ hàng còn hỏng nữa
"Phim này nghe nói hay, để xem thử sao.",neutral,phim nghe nói hay để xem thử sao
"Game này chiến thuật đỉnh, chơi cực kỳ đã!",positive,game chiến_thuật đỉnh chơi cực_kỳ
"Dịch vụ hỗ trợ khách hàng tệ, không đáng tin!",negative,dịch_vụ hỗ_trợ khách_hàng tệ không đáng tin
"Video này ngắn gọn, xem giải trí cũng ổn.",neutral,video ngắn_gọn xem giải_trí ổn
"Nhạc acoustic này hay, nghe thư giãn ghê!",positive,nhạc acoustic hay nghe thư_giãn ghê
"Hàng giao lâu, chất lượng thì quá kém!",negative,hàng giao lâu chất_lượng thì quá kém
"App này mới nghe nói, để tải về xem.",neutral,app mới nghe nói để tải về xem
"Clip kể chuyện ma ghê, xem mà lạnh sống lưng!",positive,clip kể chuyện ma ghê xem mà lạnh sống lưng
"Phim này nhạt nhẽo, xem nửa đường bỏ luôn!",negative,phim nhạt nhẽo xem nửa đường bỏ luôn
"Sản phẩm này giá rẻ, chưa rõ dùng tốt không.",neutral,sản_phẩm giá rẻ chưa rõ dùng tốt không
"Game này căng thẳng, chơi mà hồi hộp lắm!",positive,game căng_thẳng chơi mà hồi_hộp lắm
"Dịch vụ quảng cáo thì ngon, thực tế thì tệ!",negative,dịch_vụ quảng_cáo thì ngon thực_tế thì tệ
"Nhạc này lạ lạ, chưa biết có hợp gu không.",neutral,nhạc lạ_lạ chưa biết hợp_gu không
"Video này quay đẹp, xem đã mắt ghê!",positive,video quay đẹp xem mắt ghê
"Hàng giao thiếu, shop không chịu giải quyết!",negative,hàng giao thiếu shop không chịu giải_quyết
"Clip này nội dung mới, để xem hết thử.",neutral,clip nội_dung mới để xem hết thử
"App này giao diện đẹp, dùng rất tiện lợi!",positive,app giao_diện đẹp dùng rất tiện_lợi
"Phim này dở kinh khủng, phí thời gian xem!",negative,phim dở_kinh khủng_phí thời_gian xem
"Game này bạn khen, để chơi thử xem sao.",neutral,game bạn khen để chơi thử xem sao
"Nhạc live này đỉnh, nghe mà nổi da gà!",positive,nhạc live đỉnh nghe mà nổi da gà
"Giao hàng chậm, còn giao nhầm hàng nữa!",negative,giao hàng chậm còn giao nhầm hàng nữa
"Video này hơi buồn, chưa rõ có hay không.",neutral,video hơi buồn chưa rõ hay không
"Sản phẩm này đáng giá, mua không hối hận!",positive,sản_phẩm đáng_giá mua không hối_hận
"Dịch vụ hỗ trợ khách hàng tệ, không nhiệt tình!",negative,dịch_vụ hỗ_trợ khách_hàng tệ không nhiệt_tình
"Phim này dài tập, để xem từ từ.",neutral,phim dài_tập để xem từ_từ
"Clip này hài hước, xem cười đau cả ruột!",positive,clip hài_hước xem cười đau cả ruột
"Hàng rẻ mà kém, mua về chỉ tổ vứt!",negative,hàng rẻ mà kém mua về chỉ tổ vứt
"App này mới ra, chưa biết có tốt không.",neutral,app mới ra chưa biết tốt không
"Game này cuốn hút, chơi quên cả thời gian!",positive,game cuốn_hút chơi quên cả thời_gian
"Nhạc gì mà chán thế, nghe không vô!",negative,nhạc gì mà chán_thế nghe không vô
"Video này hình đẹp, chưa rõ nội dung sao.",neutral,video hình_đẹp chưa rõ nội_dung sao
"Phim này kịch bản hay, xem rất cuốn!",positive,phim kịch_bản hay xem rất cuốn
"Dịch vụ giao hàng thiếu trách nhiệm, chán!",negative,dịch_vụ giao hàng thiếu trách_nhiệm chán
"Sản phẩm này giá cao, để suy nghĩ thêm.",neutral,sản_phẩm giá cao để suy_nghĩ thêm
"Clip này phân tích sâu, xem học được nhiều!",positive,clip phân_tích sâu xem học nhiều
"Hàng giao trầy, shop không chịu đổi mới!",negative,hàng giao trầy shop không chịu đổi_mới
"Game này mới lên kệ, chưa biết có hot không.",neutral,game mới lên kệ chưa biết hot không
"Nhạc này nhẹ nhàng, nghe muốn thả hồn!",positive,nhạc nhẹ_nhàng nghe muốn thả hồn
"App này lỗi liên tục, dùng mà tức điên!",negative,app lỗi liên_tục dùng mà tức điên
"Video này ngắn gọn, xem thấy cũng ổn.",neutral,video ngắn_gọn xem thấy ổn
"Phim hành động này đỉnh, xem mãn nhãn lắm!",positive,phim hành_động đỉnh xem mãn nhãn lắm
"Dịch vụ giao hàng lằng nhằng, không đáng tin!",negative,dịch_vụ giao hàng lằng_nhằng không đáng tin
"Sản phẩm này bạn gợi ý, để thử xem sao.",neutral,sản_phẩm bạn gợi_ý để thử xem sao
"Clip này ý tưởng độc, xem thích mê!",positive,clip ý_tưởng độc xem thích mê
"Hàng giao lâu, mở ra hỏng luôn!",negative,hàng giao_lâu mở ra hỏng luôn
"Nhạc này mới lạ, chưa biết có thích không.",neutral,nhạc mới_lạ chưa biết thích không
"Game nhập vai này hay, chơi cực kỳ cuốn!",positive,game nhập_vai hay chơi cực_kỳ cuốn
"Dịch vụ quá tệ, không đáng để thử lần nữa!",negative,dịch_vụ quá tệ không đáng để thử lần nữa
"Video này nội dung nhẹ, xem cho vui thôi.",neutral,video nội_dung nhẹ xem vui thôi
"Phim này cảm xúc, xem mà rơi nước mắt!",positive,phim cảm_xúc xem mà rơi nước_mắt
"Hàng gì mà kém thế, mua về tiếc đứt ruột!",negative,hàng gì mà kém thế mua về tiếc_đứt ruột
"App này mới cài, chưa rõ có tốt không.",neutral,app mới cài chưa rõ tốt không
"Clip reaction này vui, xem cười sảng khoái!",positive,clip reaction vui xem cười sảng_khoái
"Giao hàng chậm, nhân viên còn thái độ tệ!",negative,giao hàng chậm nhân_viên còn thái_độ tệ
"Game này đồ họa đẹp, để chơi thử xem.",neutral,game đồ họa đẹp để chơi thử xem
"Nhạc EDM này sôi động, nghe muốn nhảy luôn!",positive,nhạc edm sôi_động nghe muốn nhảy luôn
"Dịch vụ hỗ trợ khách hàng kém, không nhiệt tình!",negative,dịch_vụ hỗ_trợ khách_hàng kém không nhiệt_tình
"Phim này dài, chưa biết có đáng xem không.",neutral,phim dài chưa biết đáng xem không
"Video này sáng tạo, xem mà trầm trồ!",positive,video sáng_tạo xem mà trầm_trồ
"Hàng giao sai, shop không chịu sửa lỗi!",negative,hàng giao sai shop không chịu sửa lỗi
"Sản phẩm này giá rẻ, để mua thử xem.",neutral,sản_phẩm giá rẻ để mua thử xem
"Game này kịch tính, chơi mà tim đập mạnh!",positive,game kịch tính_chơi mà tim đập mạnh
"Nhạc gì mà chán ngắt, nghe phát buồn!",negative,nhạc gì mà chán_ngắt nghe phát buồn
"Clip này nội dung lạ, xem thử cho biết.",neutral,clip nội_dung lạ xem thử biết
"Phim này plot hay, xem xong bất ngờ!",positive,phim plot hay xem xong bất_ngờ
"Dịch vụ giao hàng tệ, không đúng giờ!",negative,dịch_vụ giao hàng tệ không đúng giờ
"App này nghe bảo tiện, để dùng thử xem.",neutral,app nghe bảo_tiện để dùng thử xem
"Video du lịch này đẹp, xem muốn đi ngay!",positive,video du_lịch đẹp xem muốn đi ngay
"Hàng kém bền, dùng vài hôm là hỏng!",negative,hàng kém bền dùng vài hôm hỏng
"Nhạc này bình thường, chưa thấy gì đặc biệt.",neutral,nhạc bình_thường chưa thấy gì đặc_biệt
"Game này hấp dẫn, chơi quên cả ăn uống!",positive,game hấp_dẫn chơi quên cả ăn_uống
"Dịch vụ hỗ trợ chậm, thái độ không ra gì!",negative,dịch_vụ hỗ_trợ chậm thái_độ không ra gì
"Phim này bạn khen, để xem thử sao.",neutral,phim bạn khen để xem thử sao
"Clip này quay đẹp, nội dung lôi cuốn!",positive,clip quay đẹp nội_dung lôi_cuốn
"Hàng giao trễ, còn bị bể nữa chứ!",negative,hàng giao_trễ còn bể nữa chứ
"Sản phẩm này giá ổn, chưa rõ bền không.",neutral,sản_phẩm giá ổn chưa rõ bền không
"Nhạc ballad này thấm, nghe mà xúc động!",positive,nhạc ballad thấm nghe mà xúc_động
"Video review công nghệ này đỉnh, giải thích dễ hiểu!",positive,video review công_nghệ đỉnh giải_thích dễ hiểu
"Món ăn này dở tệ, không nuốt nổi luôn!",negative,món ăn dở_tệ không nuốt nổi luôn
"Áo này kiểu đẹp, chưa biết mặc lên sao.",neutral,áo kiểu đẹp chưa biết mặc lên sao
"Clip du lịch này đẹp lung linh, xem muốn đi liền!",positive,clip du_lịch đẹp lung_linh xem muốn đi liền
"Điện thoại này lỗi liên tục, mua về hối hận!",negative,điện_thoại lỗi liên_tục mua về hối_hận
"Trận bóng này căng thẳng, chưa biết đội nào thắng.",neutral,trận bóng căng_thẳng chưa biết đội nào thắng
"Công thức nấu ăn trong clip ngon, làm thử thành công!",positive,công_thức nấu_ăn trong clip ngon làm thử thành_công
"Giày này xấu kinh khủng, không đáng giá tiền!",negative,giày xấu kinh_khủng không đáng_giá tiền
"Khách sạn này nghe nói đẹp, để đặt thử xem.",neutral,khách_sạn nghe nói đẹp để đặt thử xem
"App học ngoại ngữ này hay, tiến bộ rõ rệt!",positive,app học ngoại_ngữ hay tiến_bộ rõ_rệt
"Món phở này nhạt nhẽo, thất vọng ghê!",negative,món phở nhạt_nhẽo thất_vọng ghê
"Video tập gym này hơi khó, chưa biết có làm được không.",neutral,video tập gym hơi khó chưa biết làm không
"Cảnh quay phim này đẹp mê hồn, xem đã mắt!",positive,cảnh quay_phim đẹp mê_hồn xem mắt
"Dịch vụ sửa xe tệ, làm xong còn hỏng thêm!",negative,dịch_vụ sửa xe tệ làm xong còn hỏng thêm
"Son này màu đẹp, chưa biết lên môi thế nào.",neutral,son màu đẹp chưa biết lên môi thế_nào
"Clip hướng dẫn vẽ đỉnh, học được nhiều kỹ thuật!",positive,clip hướng_dẫn vẽ đỉnh_học nhiều kỹ_thuật
"Đồ ăn giao trễ, nguội ngắt luôn!",negative,đồ_ăn giao_trễ nguội_ngắt luôn
"Game bóng đá này mới ra, chưa biết có hay không.",neutral,game bóng_đá mới ra chưa biết hay không
"Video nhạc này chill, nghe thư giãn ghê!",positive,video nhạc chill nghe thư_giãn ghê
"Máy ảnh này chụp kém, phí tiền mua!",negative,máy_ảnh chụp kém phí tiền mua
"Quán cà phê này nghe nói xinh, để ghé thử.",neutral,quán cà_phê nghe nói xinh để ghé thử
"Clip làm đồ handmade này sáng tạo, thích quá!",positive,clip làm đồ handmade sáng_tạo thích quá
"Thời trang ở shop này lỗi mốt, chán ghê!",negative,thời_trang ở shop lỗi mốt chán ghê
"Tour du lịch này giá rẻ, chưa rõ chất lượng.",neutral,tour du_lịch giá rẻ chưa rõ chất_lượng
"Trận đấu này kịch tính, xem mà hồi hộp!",positive,trận đấu kịch tính xem mà hồi_hộp
"Dịch vụ spa này tệ, nhân viên không chuyên nghiệp!",negative,dịch_vụ spa tệ nhân_viên không chuyên_nghiệp
"Món bánh này nhìn ngon, chưa biết vị ra sao.",neutral,món bánh nhìn ngon chưa biết vị ra sao
"Video review sách này hay, muốn mua đọc liền!",positive,video review sách hay muốn mua đọc liền
"Tai nghe này âm thanh dở, không đáng giá!",negative,tai nghe âm_thanh dở không đáng_giá
"Khóa học online này nghe nói tốt, để đăng ký thử.",neutral,khóa học online nghe nói tốt để đăng_ký thử
"Clip tập yoga này dễ làm, cơ thể nhẹ nhàng hơn!",positive,clip tập_yoga dễ làm cơ_thể nhẹ_nhàng hơn
"Đồ uống này ngọt gắt, uống không nổi!",negative,đồ uống ngọt gắt uống không nổi
"Đồng hồ này thiết kế đẹp, chưa biết bền không.",neutral,đồng_hồ thiết_kế đẹp chưa biết bền không
"Video phỏng vấn này thú vị, nghe mà cuốn!",positive,video phỏng_vấn thú_vị nghe mà cuốn
"Dịch vụ giặt ủi này chậm, làm mất thời gian!",negative,dịch_vụ giặt_ủi chậm làm mất thời_gian
"Món sushi này giá cao, chưa biết có ngon không.",neutral,món sushi giá cao chưa biết ngon không
"Game đua xe này đỉnh, chơi mà adrenaline tăng!",positive,game đua xe đỉnh chơi mà adrenaline tăng
"Áo khoác này mỏng dính, không giữ ấm nổi!",negative,áo_khoác mỏng dính không giữ ấm nổi
"Clip dạy chụp ảnh này hay, để thử áp dụng.",neutral,clip dạy chụp ảnh hay để thử áp_dụng
"Nhạc cover này đỉnh, nghe muốn loop mãi!",positive,nhạc cover đỉnh nghe muốn loop mãi
"Máy lọc không khí này ồn, dùng khó chịu!",negative,máy lọc không_khí ồn_dùng khó_chịu
"Quán ăn này bạn khen, để ghé thử xem.",neutral,quán ăn bạn khen để ghé thử xem
"Video khám phá thiên nhiên này đẹp, xem mê luôn!",positive,video khám_phá thiên_nhiên đẹp xem mê luôn
"Dịch vụ thuê xe này tệ, xe cũ kỹ quá!",negative,dịch_vụ thuê xe tệ xe cũ_kỹ quá
"Món trà sữa này nghe nói ngon, để thử xem.",neutral,món trà sữa nghe nói ngon để thử xem
"Clip dạy nhảy này vui, tập theo thấy khỏe!",positive,clip dạy nhảy vui_tập theo thấy khỏe
"Điện thoại này pin yếu, xài vài giờ là hết!",negative,điện_thoại pin yếu_xài vài giờ hết
"Sách này bìa đẹp, chưa biết nội dung ra sao.",neutral,sách bìa đẹp chưa biết nội_dung ra sao
"Trận bóng rổ này đỉnh, xem mà phấn khích!",positive,trận bóng_rổ đỉnh xem mà phấn_khích
"Món chè này dở, không đúng vị truyền thống!",negative,món chè dở không đúng vị truyền_thống
"Video review mỹ phẩm này chi tiết, để thử mua.",neutral,video review mỹ_phẩm chi_tiết để thử mua
"Game phiêu lưu này hay, chơi quên cả thời gian!",positive,game phiêu_lưu hay chơi quên cả thời_gian
"Dịch vụ cắt tóc này tệ, cắt xong xấu hơn!",negative,dịch_vụ cắt tóc tệ cắt xong xấu hơn
"Địa điểm du lịch này nghe nói đẹp, để đi thử.",neutral,địa_điểm du_lịch nghe nói đẹp để đi thử
"Clip dạy nấu phở này chuẩn, làm ra ngon tuyệt!",positive,clip dạy nấu phở chuẩn làm ra ngon tuyệt
"Tai nghe này đứt dây nhanh, chất lượng kém!",negative,tai nghe đứt dây nhanh chất_lượng kém
"Áo thun này giá rẻ, chưa biết mặc có đẹp không.",neutral,áo thun giá rẻ chưa biết mặc đẹp không
"Video nhạc rap này đỉnh, flow quá chất!",positive,video nhạc rap đỉnh flow quá chất
"Món pizza này nguội lạnh, giao hàng quá chậm!",negative,món pizza nguội lạnh giao hàng quá chậm
"Khóa học này bạn recommend, để xem thử sao.",neutral,khóa học bạn recommend để xem thử sao
"Clip review đồ chơi công nghệ này hay, muốn mua luôn!",positive,clip review đồ_chơi công_nghệ hay muốn mua luôn
"Dịch vụ in ấn này tệ, màu in lem nhem!",negative,dịch_vụ in_ấn tệ màu in lem nhem
"Món cơm này nhìn ngon, chưa biết vị thế nào.",neutral,món cơm nhìn ngon chưa biết vị_thế_nào
"Game bắn súng này đỉnh, chơi mà hồi hộp!",positive,game bắn súng đỉnh chơi mà hồi_hộp
"Son này màu xấu, lên môi không hợp!",negative,son màu xấu lên môi không hợp
"Video dạy làm bánh này chi tiết, để thử làm.",neutral,video dạy làm bánh chi_tiết để thử làm
"Nhạc acoustic này nhẹ nhàng, nghe thấm ghê!",positive,nhạc acoustic nhẹ_nhàng nghe thấm ghê
"Máy giặt này hỏng nhanh, phí tiền mua!",negative,máy giặt hỏng nhanh_phí tiền mua
"Quán này nghe nói đông, để ghé thử xem.",neutral,quán nghe nói đông để ghé thử xem
"Clip review phim này cuốn, muốn xem ngay!",positive,clip review phim cuốn muốn xem ngay
"Dịch vụ giao hoa này tệ, hoa héo hết!",negative,dịch_vụ giao hoa tệ hoa héo hết
"Đồng hồ này kiểu đẹp, chưa biết chạy ổn không.",neutral,đồng_hồ kiểu đẹp chưa biết chạy ổn không
"Game chiến thuật này hay, chơi cực kỳ cuốn!",positive,game chiến_thuật hay chơi cực_kỳ cuốn
