comment,label
"Dịch vụ sửa ống nước này tệ, làm xong vẫn rò!",negative
"Nước hoa này mùi lạ, chưa biết có thơm lâu không.",neutral
"Clip dạy chơi guitar này đỉnh, học nhanh lên tay!",positive
"Đồ ăn giao muộn, mở ra hỏng hết!",negative
"Game đua ngựa này mới ra, chưa biết có cuốn không.",neutral
"Video nhạc acoustic này nhẹ, nghe chill ghê!",positive
"Micro này thu âm rè, không đáng mua!",negative
"Quán lẩu này nghe nói ngon, để ghé thử.",neutral
"Clip làm đồ tái chế này sáng tạo, thích quá!",positive
"Khăn choàng này mỏng, không giữ ấm nổi!",negative
"Vé tàu này giá rẻ, chưa rõ dịch vụ thế nào.",neutral
"Trận đua xe này đỉnh, xem mà phấn khích!",positive
"Dịch vụ chăm sóc thú cưng này tệ, không tận tâm!",negative
"Món chả cá này nhìn hấp dẫn, chưa biết vị sao.",neutral
"Video review tiểu thuyết này cuốn, muốn đọc liền!",positive
"Chuột máy tính này hỏng nhanh, kém chất lượng!",negative
"Khóa học thiết kế này nghe nói hay, để thử xem.",neutral
"Clip tập aerobic này vui, tập theo khỏe ra!",positive
"Món sinh tố này nhạt, chẳng có vị gì!",negative
"Mũ này kiểu đẹp, chưa biết đội có hợp không.",neutral
"Video trò chuyện với nghệ sĩ này thú vị, nghe mê!",positive
"Dịch vụ vệ sinh nhà này tệ, làm xong vẫn bẩn!",negative
"Món gà này giá đắt, chưa biết có ngon không.",neutral
"Game giải đố này đỉnh, chơi rèn trí não!",positive
"Vớ này mỏng dính, đi vài hôm là rách!",negative
"Clip dạy làm đồ trang trí này hay, để thử làm.",neutral
"Nhạc pop này bắt tai, nghe muốn hát theo!",positive
"Máy in này kẹt giấy hoài, dùng bực mình!",negative
"Quán nướng này bạn khen, để ghé thử xem.",neutral
"Video khám phá sa mạc này đẹp, xem mê hồn!",positive
"Dịch vụ thuê váy này tệ, váy cũ rách!",negative
"Món hủ tiếu này nghe nói ngon, để thử xem.",neutral
"Clip dạy khiêu vũ này vui, tập theo thích ghê!",positive
"Máy sấy tóc này yếu, sấy mãi không khô!",negative
"Truyện này bìa đẹp, chưa biết nội dung ra sao.",neutral
"Trận đấu bóng bàn này đỉnh, xem mà hồi hộp!",positive
"Món xôi này dở, không đúng vị truyền thống!",negative
"Video review nước hoa này chi tiết, để thử mua.",neutral
"Game kinh dị này hay, chơi mà lạnh gáy!",positive
"Dịch vụ làm đẹp này tệ, làm xong xấu hơn!",negative
"Chỗ trượt tuyết này nghe nói đẹp, để đi thử.",neutral
"Clip dạy làm mứt này chuẩn, làm ra ngon tuyệt!",positive
"Loa bluetooth này pin yếu, dùng chẳng lâu!",negative
"Áo mưa này giá rẻ, chưa biết chống thấm không.",neutral
"Video nhạc rock này đỉnh, nghe bùng nổ!",positive
"Món bánh cuốn này nguội, giao hàng quá chậm!",negative
"Khóa học này bạn gợi ý, để xem thử sao.",neutral
"Clip review bàn phím này hay, muốn mua luôn!",positive
"Dịch vụ sơn nhà này tệ, sơn lem nhem!",negative
"Món bạch tuộc này nhìn ngon, chưa biết vị.",neutral
"Game thể thao này đỉnh, chơi mà phấn khích!",positive
"Kem chống nắng này dính, dùng không thích!",negative
"Video dạy làm hoa giấy này hay, để thử làm.",neutral
"Nhạc jazz này đỉnh, nghe thư giãn ghê!",positive
"Máy pha cà phê này hỏng nhanh, phí tiền!",negative
"Quán này nghe nói đông, để ghé thử xem.",neutral
"Clip review series này cuốn, muốn xem ngay!",positive
"Dịch vụ giao quà này tệ, quà hỏng hết!",negative
"Ví này kiểu đẹp, chưa biết bền không.",neutral
"Game đua mô tô này hay, chơi cực kỳ cuốn!",positive
"Món cơm tấm này dở, không đúng chuẩn!",negative
"Video dạy thêu này bạn khen, để xem thử.",neutral
"Nhạc dance này sôi động, nghe muốn nhảy!",positive
"Đèn ngủ này sáng yếu, không đáng mua!",negative
"Áo dài này giá ổn, chưa biết may đẹp không.",neutral
"Clip du lịch suối này đẹp, xem muốn đi liền!",positive
"Dịch vụ sửa đồ điện này tệ, làm xong hỏng thêm!",negative
"Món nem này nhìn ngon, chưa biết vị sao.",neutral
"Video review ghế gaming này hay, muốn mua thử!",positive
"Thắt lưng này lỏng, dùng không chắc chắn!",negative
"Chỗ nghỉ dưỡng này nghe nói xịn, để đặt thử.",neutral
"Game phi thuyền này đỉnh, chơi mà phấn khích!",positive
"Món bánh xèo này nhạt, không ngon chút nào!",negative
"Video dạy tập gym này bạn recommend, để thử.",neutral
"Nhạc cổ điển này hay, nghe thư thái ghê!",positive
"Máy hút ẩm này yếu, không hiệu quả!",negative
"Quán cà phê này nghe nói chill, để ghé xem.",neutral
"Clip review phụ kiện này chi tiết, muốn mua luôn!",positive
"Dịch vụ giao hàng này tệ, giao trễ liên tục!",negative
"Món bún bò này giá cao, chưa biết ngon không.",neutral
"Game chiến đấu này đỉnh, chơi quên cả giờ!",positive
"Mặt nạ này kích ứng, dùng không hợp!",negative
"Video dạy làm đồ gỗ này hay, để thử làm.",neutral
"Nhạc indie này đỉnh, nghe lạ mà cuốn!",positive
"Máy lạnh này ồn, dùng khó chịu!",negative
"Túi đựng này kiểu đẹp, chưa biết bền không.",neutral
"Clip review anime này cuốn, muốn xem ngay!",positive
"Anh này giải toán giỏi thật, xem mà phục!",positive
"Cô ấy hát tệ quá, nghe không nổi luôn!",negative
"Bạn này vẽ khá ổn, nhưng chưa thực sự nổi bật.",neutral
"Chị ấy nấu ăn hay ghê, món nào cũng ngon!",positive
"Thằng này đá bóng xấu kinh khủng, toàn sút hỏng!",negative
"Cậu ấy nhảy múa tốt, nhưng cần thêm cảm xúc.",neutral
"Ông này lập trình đỉnh cao, code mượt như nước!",positive
"Bà này kể chuyện dở ẹc, nghe buồn ngủ!",negative
"Anh ấy chụp ảnh khá tốt, nhưng ánh sáng chưa ổn.",neutral
"Cô này thiết kế giỏi, đồ họa đẹp mê ly!",positive
"Hắn chơi game tệ hại, toàn thua từ đầu!",negative
"Chị ấy may vá hay, nhưng tốc độ hơi chậm.",neutral
"Anh này thuyết trình đỉnh, nghe cuốn ghê!",positive
"Cô ấy làm đồ thủ công xấu, nhìn rối mắt!",negative
"Bạn này viết lách khá, nhưng cần sáng tạo hơn.",neutral
"Chú ấy sửa xe giỏi thật, nhanh mà chuẩn!",positive
"Bà này dạy học tệ, giải thích chẳng hiểu gì!",negative
"Cậu ấy hát tốt, nhưng chưa đủ cảm xúc.",neutral
"Chị này nhảy múa hay, xem mà muốn học theo!",positive
"Anh này vẽ tranh dở, màu sắc lộn xộn!",negative
"Cô ấy nấu ăn khá ổn, nhưng chưa đặc sắc.",neutral
"Ông này chơi cờ giỏi, đánh đâu thắng đó!",positive
"Bà ấy làm tóc xấu, cắt xong muốn khóc!",negative
"Bạn này kể chuyện tốt, nhưng giọng hơi đều.",neutral
"Anh ấy làm đồ gỗ hay, chi tiết quá đẹp!",positive
"Cô này chụp ảnh tệ, toàn mờ với lệch!",negative
"Chị ấy viết nhạc khá, nhưng giai điệu chưa ấn tượng.",neutral
"Cậu này đá bóng giỏi, kỹ thuật đỉnh cao!",positive
"Ông ấy sửa điện dở, làm xong vẫn hỏng!",negative
"Bà này dạy nhảy tốt, nhưng hơi nghiêm khắc.",neutral
"Anh này làm phim đỉnh, cảnh quay mãn nhãn!",positive
"Cô ấy vẽ móng tay xấu, lem nhem hết!",negative
"Bạn này lập trình khá, nhưng code hơi dài dòng.",neutral
"Chị này hát hay, giọng cao vút luôn!",positive
"Anh ấy nấu ăn tệ, món nào cũng mặn chát!",negative
"Cậu này chơi piano tốt, nhưng cần thêm cảm xúc.",neutral
"Ông này thiết kế nội thất giỏi, đẹp không tì vết!",positive
"Bà ấy may quần áo dở, đường chỉ lệch lung tung!",negative
"Chị này kể chuyện khá, nhưng chưa đủ cuốn hút.",neutral
"Anh ấy chơi game hay, rank cao ngất ngưởng!",positive
"Cô này làm bánh tệ, cháy đen thui!",negative
"Bạn này chụp ảnh tốt, nhưng góc hơi đơn điệu.",neutral
"Chú ấy làm vườn giỏi, cây nào cũng xanh mướt!",positive
"Bà này dạy yoga xấu, động tác không chuẩn!",negative
"Anh này viết truyện khá, nhưng kết hơi hụt hẫng.",neutral
"Cô ấy múa ballet hay, động tác mềm mại ghê!",positive
"Anh này sửa máy tính tệ, làm xong còn lag hơn!",negative
"Chị này làm đồ handmade tốt, nhưng hơi chậm.",neutral
"Cậu này đá cầu giỏi, kỹ thuật siêu đỉnh!",positive
"Bà ấy pha trà dở, đắng nghét luôn!",negative
"Anh này vẽ graffiti khá, nhưng màu chưa hài hòa.",neutral
"Chị ấy làm video đỉnh, dựng phim quá chất!",positive
"Cô này dạy nấu ăn tệ, hướng dẫn rối rắm!",negative
"Bạn này chơi violin tốt, nhưng cần thêm hồn.",neutral
"Ông này làm đồ da hay, sản phẩm đẹp lung linh!",positive
"Bà ấy chụp ảnh xấu, toàn out nét!",negative
"Anh này viết code khá, nhưng cần tối ưu hơn.",neutral
"Cô ấy nhảy hip-hop giỏi, phong cách đỉnh cao!",positive
"Chú này làm mộc tệ, bàn ghế lung lay hết!",negative
"Chị này dạy tiếng Anh tốt, nhưng hơi nhanh.",neutral
"Anh ấy làm ảo thuật hay, xem mà ngỡ ngàng!",positive
"Cô này vẽ chân dung dở, không giống người thật!",negative
"Bạn này làm đồ gốm khá, nhưng chưa đều tay.",neutral
"Ông này chơi bóng rổ giỏi, cú ném quá chuẩn!",positive
"Bà ấy làm bánh mì tệ, khô như đá!",negative
"Anh này kể chuyện kinh dị tốt, nhưng giọng hơi nhỏ.",neutral
"Chị ấy làm đồ trang sức đỉnh, tinh xảo ghê!",positive
"Cô này dạy múa xấu, động tác cứng nhắc!",negative
"Cậu này chơi trống khá, nhưng nhịp hơi lệch.",neutral
"Anh ấy làm phim hoạt hình hay, sáng tạo ghê!",positive
"Bà này pha cà phê tệ, nhạt như nước lã!",negative
"Chị này làm nail tốt, nhưng màu hơi đơn điệu.",neutral
"Cậu này chơi bóng chuyền giỏi, phát bóng siêu mạnh!",positive
"Anh ấy vẽ tranh sơn dầu dở, màu loang lổ!",negative
"Cô này dạy yoga khá, nhưng cần thêm năng lượng.",neutral
"Ông này làm đồ điện đỉnh, sửa nhanh gọn!",positive
"Bà ấy làm đồ ăn vặt tệ, dầu cũ kinh khủng!",negative
"Anh này viết blog tốt, nhưng cần thêm hình ảnh.",neutral
"Chị ấy múa đương đại hay, cảm xúc dạt dào!",positive
"Cô này làm tóc xấu, nhuộm hỏng luôn!",negative
"Bạn này chơi saxophone khá, nhưng hơi thiếu hơi.",neutral
"Anh ấy làm đồ chơi gỗ giỏi, chi tiết quá đẹp!",positive
"Bà này dạy vẽ tệ, hướng dẫn chẳng rõ ràng!",negative
"Cậu này làm đồ tái chế tốt, nhưng hơi thô.",neutral
"Chị ấy hát opera đỉnh, giọng vang kinh khủng!",positive
"Anh này làm bánh ngọt dở, ngọt gắt luôn!",negative
"Cô này dạy nhảy khá, nhưng cần thêm sáng tạo.",neutral
"Ông này chơi cờ vua giỏi, tính nước đi siêu!",positive
"Bà ấy làm đồ chay tệ, không có vị gì!",negative
"Anh này làm video reaction tốt, nhưng hơi dài.",neutral
"Chị ấy vẽ tranh thủy mặc hay, đẹp mê hồn!",positive
"Cô này làm đồ uống xấu, pha chế lung tung!",negative
"Bạn này chơi guitar khá, nhưng cần thêm cảm xúc.",neutral
"Anh ấy làm đồ nội thất đỉnh, chắc chắn ghê!",positive
"Bà này dạy nấu ăn tệ, món nào cũng thất bại!",negative
"Cậu này làm đồ thủ công tốt, nhưng hơi chậm.",neutral
"Chị ấy hát rap giỏi, flow quá chất!",positive
"Anh này làm đồ điện tử dở, hỏng ngay ngày đầu!",negative
"Cô này dạy aerobic khá, nhưng động tác hơi khó.",neutral
"Ông này làm đồ trang trí đỉnh, sáng tạo ghê!",positive
